Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City
Akshaya Today,2 BHK Flat for sale in Senganmal Chennai,42,Senganmal Chennai,986,4260,3,0,2 BHK,Chennai
REVOLUTION ONE by Urbanrise,1 RK Flat for sale in Padur Chennai,20,Padur Chennai,353,5810,1,0,1 RK,Chennai
Akshaya Today,1 RK Flat for sale in Senganmal Chennai,27,Senganmal Chennai,613,4400,2,1,1 RK,Chennai
Mahindra Nova,1 BHK Flat for sale in Chettipunyam Chennai,24,Chettipunyam Chennai,595,4030,2,1,1 BHK,Chennai
Sai Enclave Kumananchavadi Chennai,2 BHK Flat for sale in Kumananchavadi Chennai,38,Sai Enclave Kumananchavadi Chennai,710,5350,2,0,2 BHK,Chennai
ramus redidencyKK Nagar Chennai,2 BHK Flat for sale in KK Nagar Chennai,117,ramus redidencyKK Nagar Chennai,980,11940,3,0,2 BHK,Chennai
Nedunkundram Chennai,2 BHK Villa for sale in Nedunkundram Chennai,60,Nedunkundram Chennai,650,9230,2,0,2 BHK,Chennai
Twin Courtz,2 BHK Flat for sale in Perungudi Chennai,75,Govinda Swamy Nagar PerungudiChennai,1080,7010,3,1,2 BHK,Chennai
Housing TNHB Colony VillivakkamChennai,3 BHK Flat for sale in Villivakkam Chennai,75,Housing TNHB Colony VillivakkamChennai,1400,5360,3,0,3 BHK,Chennai
Coral Enclave,1 BHK Flat for sale in Chromepet Chennai,38,Periyar Nagar ChromepetChennai,700,5430,2,0,1 BHK,Chennai
Kalyanapuram AmbatturChennai,2 BHK Flat for sale in Ambattur Chennai,55,Kalyanapuram AmbatturChennai,840,6550,3,0,2 BHK,Chennai
SRI DEVI NEDILDrivers Colony T NagarChennai,3 BHK Flat for sale in T Nagar Chennai,380,SRI DEVI NEDILDrivers Colony T NagarChennai,1987,19120,3,1,3 BHK,Chennai
TAPAST Nagar Chennai,3 BHK Flat for sale in T Nagar Chennai,250,TAPAST Nagar Chennai,1484,16850,3,1,3 BHK,Chennai
AKB home Selaiyur Chennai,2 BHK Flat for sale in Selaiyur Chennai,33,AKB home Selaiyur Chennai,801,4160,3,0,2 BHK,Chennai
india builderKathiravan Colony Anna NagarChennai,3 BHK Flat for sale in Anna Nagar Chennai,225,india builderKathiravan Colony Anna NagarChennai,1461,15400,3,0,3 BHK,Chennai
Cheran Nagar PerumbakkamChennai,3 BHK Villa for sale in Perumbakkam Chennai,85,Cheran Nagar PerumbakkamChennai,1290,6590,3,0,3 BHK,Chennai
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,35,Guduvancheri Chennai,875,4000,3,0,2 BHK,Chennai
Pinnacle CrestSholinganallur Chennai,1 BHK Flat for sale in Sholinganallur Chennai,50,Pinnacle CrestSholinganallur Chennai,608,8220,2,0,1 BHK,Chennai
Mahindra Happinest,2 BHK Flat for sale in Avadi Chennai,30,Avadi Chennai,650,4620,2,1,2 BHK,Chennai
CasaGrand The Address,2 BHK Flat for sale in Karapakkam Chennai,50,Karapakkam Chennai,561,8910,2,1,2 BHK,Chennai
VGN Varna Bhoomi,2 BHK Villa for sale in Pudupakkam Chennai,65,Pudupakkam Chennai,1250,5200,3,1,2 BHK,Chennai
BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,2 BHK Flat for sale in Kolapakkam - Vandalur Chennai,40,BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,1500,2670,3,0,2 BHK,Chennai
akshyam appIrandam Kattalai ThandalamChennai,2 BHK Flat for sale in Thandalam Chennai,48,akshyam appIrandam Kattalai ThandalamChennai,760,6320,2,1,2 BHK,Chennai
Happy Homes Apartment,2 BHK Flat for sale in Ambattur Chennai,65,Annanur AmbatturChennai,1070,6070,3,1,2 BHK,Chennai
Alliance Jasmine Springs,1 BHK Flat for sale in Kelambakkam Chennai,24,Kelambakkam Chennai,462,5360,2,0,1 BHK,Chennai
color avenueCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,40,color avenueCheran Nagar PerumbakkamChennai,935,4280,3,0,2 BHK,Chennai
Avighna Abode,2 BHK Flat for sale in Madipakkam Chennai,58,Balaji Nagar MadipakkamChennai,865,6790,3,0,2 BHK,Chennai
Yeswanth Nagar MadambakkamChennai,2 BHK Flat for sale in Madambakkam Chennai,40,Yeswanth Nagar MadambakkamChennai,830,4820,3,0,2 BHK,Chennai
Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,3 BHK Flat for sale in Kilpauk Chennai,145,Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,1340,10820,3,0,3 BHK,Chennai
Thangam apartment Kathiravan Colony Anna NagarChennai,3 BHK Flat for sale in Anna Nagar Chennai,175,Thangam apartment Kathiravan Colony Anna NagarChennai,1600,10940,3,1,3 BHK,Chennai
SSPDL Crecent,3 BHK Flat for sale in Kelambakkam Chennai,44,Kelambakkam Chennai,1237,3560,3,0,3 BHK,Chennai
Isha Code Field Phase II,2 BHK Villa for sale in Pudupakkam Chennai,57,Pudupakkam Chennai,979,5820,3,0,2 BHK,Chennai
Anugraha Apartments,1 BHK Flat for sale in Iyyappanthangal Chennai,32,Sendurpuram Extension IyyappanthangalChennai,556,5750,2,0,1 BHK,Chennai
Chandran Casita,2 BHK Flat for sale in Perumbakkam Chennai,45,Cheran Nagar PerumbakkamChennai,840,5360,3,1,2 BHK,Chennai
ProvidentCosmo City,3 BHK Flat for sale in Pudupakkam Chennai,41,Pudupakkam Chennai,1064,3850,3,0,3 BHK,Chennai
Akarsh flatsAnthony Nagar KolathurChennai,2 BHK Flat for sale in Kolathur Chennai,65,Akarsh flatsAnthony Nagar KolathurChennai,932,6970,3,0,2 BHK,Chennai
Jothi towersCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45,Jothi towersCheran Nagar PerumbakkamChennai,980,4590,3,0,2 BHK,Chennai
VGN Royale,2 BHK Flat for sale in Avadi Chennai,41,Avadi Chennai,902,4540,3,0,2 BHK,Chennai
Lake View Apartment,2 BHK Flat for sale in Ayappakkam Chennai,42,MGR Puram West AyappakkamChennai,949,4420,3,0,2 BHK,Chennai
Adayalampet MaduravoyalChennai,3 BHK Flat for sale in Maduravoyal Chennai,77,Adayalampet MaduravoyalChennai,1245,6200,3,0,3 BHK,Chennai
Navins Kaushik,3 BHK Flat for sale in West Mambalam Chennai,160,Ramakrishna Puram West MambalamChennai,1269,12610,3,1,3 BHK,Chennai
Ambient Apts,2 BHK Flat for sale in Kolathur Chennai,65,United Colony KolathurChennai,2220,2930,4,1,2 BHK,Chennai
MP Tilda,1 BHK Flat for sale in Kundrathur Chennai,18,Kundrathur Chennai,480,3850,2,0,1 BHK,Chennai
Ashvin ApartmentPoonamallee Chennai,2 BHK Flat for sale in Poonamallee Chennai,53,Ashvin ApartmentPoonamallee Chennai,900,5890,3,0,2 BHK,Chennai
Hi Fi Enclave Iyyappanthangal Chennai,3 BHK Flat for sale in Iyyappanthangal Chennai,86,Hi Fi Enclave Iyyappanthangal Chennai,1350,6370,3,0,3 BHK,Chennai
Ak berylKamakshi Nagar AnakaputhurChennai,3 BHK Flat for sale in Anakaputhur Chennai,69,Ak berylKamakshi Nagar AnakaputhurChennai,1238,5650,3,0,3 BHK,Chennai
Embassy Residency,2 BHK Flat for sale in Perumbakkam Chennai,57,Cheran Nagar PerumbakkamChennai,1107,5150,3,0,2 BHK,Chennai
Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,2 BHK Flat for sale in Kil Ayanambakkam Chennai,55,Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,908,6060,3,1,2 BHK,Chennai
AVR Coasta,3 BHK Villa for sale in Mogappair Chennai,75,Mogappair Chennai,1250,6000,3,0,3 BHK,Chennai
VEMBULI FLATSSambanthanar Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,54,VEMBULI FLATSSambanthanar Nagar PammalChennai,980,5510,3,1,2 BHK,Chennai
Sri Chakra Flats,2 BHK Flat for sale in KK Nagar Chennai,64,Bangaru Colony KK NagarChennai,826,7750,3,1,2 BHK,Chennai
Krishna Apartment,2 BHK Flat for sale in Ambattur Chennai,65,Kalyanapuram AmbatturChennai,840,7740,3,0,2 BHK,Chennai
NSB HomesSaraswathipuram ChromepetChennai,2 BHK Flat for sale in Chromepet Chennai,45,NSB HomesSaraswathipuram ChromepetChennai,900,5080,3,0,2 BHK,Chennai
Akay Flats,2 BHK Flat for sale in Kelambakkam Chennai,35,Kelambakkam Chennai,690,5070,2,0,2 BHK,Chennai
Plaza Pristine Acres Phase 2,2 BHK Flat for sale in Perumbakkam Chennai,54,Nesamani Nagar PerumbakkamChennai,915,5900,3,0,2 BHK,Chennai
VirutchamCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45,VirutchamCheran Nagar PerumbakkamChennai,800,5630,2,1,2 BHK,Chennai
Guna homeDharan Singh Colony VadapalaniChennai,2 BHK Flat for sale in Vadapalani Chennai,100,Guna homeDharan Singh Colony VadapalaniChennai,2400,4170,4,1,2 BHK,Chennai
Jain Sukriti,1 BHK Flat for sale in Ambattur Industrial Estate Chennai,45,Jeswant Nagar Ambattur Industrial EstateChennai,608,7400,2,1,1 BHK,Chennai
Vigneshwara Nagar TharapakkamChennai,2 BHK Flat for sale in Tharapakkam Chennai,48,Vigneshwara Nagar TharapakkamChennai,900,5330,3,0,2 BHK,Chennai
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,840,6550,3,0,2 BHK,Chennai
Golden Treasure,2 BHK Flat for sale in Maduravoyal Chennai,66,Adayalampet MaduravoyalChennai,1040,6350,3,1,2 BHK,Chennai
Ozone Greens,1 BHK Flat for sale in Medavakkam Chennai,28,VGP Prabhu Nagar MedavakkamChennai,800,3500,4,0,1 BHK,Chennai
Leelavathi Nagar TharapakkamChennai,2 BHK Villa for sale in Tharapakkam Chennai,68,Leelavathi Nagar TharapakkamChennai,1050,6480,3,0,2 BHK,Chennai
SRN Flat,2 BHK Flat for sale in Kodambakkam Chennai,96,Viswanatha Puram KodambakkamChennai,900,10670,3,1,2 BHK,Chennai
Sterling Bhandari,2 BHK Flat for sale in Kattupakkam Chennai,80,Goparasanallur KattupakkamChennai,941,8500,3,0,2 BHK,Chennai
JC shelters Perungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,40,JC shelters Perungalathur Chennai,822,4870,3,1,2 BHK,Chennai
Varadharajapuram Chennai,3 BHK Flat for sale in Varadharajapuram Chennai,50,Varadharajapuram Chennai,1200,4170,3,1,3 BHK,Chennai
Blossom Apartment,2 BHK Flat for sale in St Thomas Mount Chennai,57,Parangi Malai St Thomas MountChennai,874,6520,3,0,2 BHK,Chennai
Annai Arul Park View ApartmentRajakilpakkam Chennai,2 BHK Flat for sale in Rajakilpakkam Chennai,84,Annai Arul Park View ApartmentRajakilpakkam Chennai,1000,8400,3,0,2 BHK,Chennai
Saradeuz Acropolis,3 BHK Flat for sale in Sithalapakkam Chennai,56,Arasankazhani SithalapakkamChennai,1129,4960,3,1,3 BHK,Chennai
Saideep Residency,2 BHK Flat for sale in Koyambedu Chennai,65,Virrugambakkam KoyambeduChennai,920,7070,3,1,2 BHK,Chennai
Madambakkam Chennai,2 BHK Flat for sale in Madambakkam Chennai,40,Madambakkam Chennai,773,5170,2,1,2 BHK,Chennai
Optima Upgrade,2 BHK Flat for sale in Avadi Chennai,45,Avadi Chennai,915,4920,3,1,2 BHK,Chennai
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,56,Adayalampet MaduravoyalChennai,840,6670,3,0,2 BHK,Chennai
Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2 BHK Flat for sale in Pozhichalur Chennai,33,Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2400,1380,4,1,2 BHK,Chennai
Sudharshan Homes,2 BHK Flat for sale in Velachery Chennai,104,Periyar Nagar VelacheryChennai,1152,9000,3,0,2 BHK,Chennai
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,105,Manthope Colony Ashok NagarChennai,960,10940,3,1,2 BHK,Chennai
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,105,Manthope Colony Ashok NagarChennai,960,10940,3,1,2 BHK,Chennai
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,855,6430,3,0,2 BHK,Chennai
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55,Adayalampet MaduravoyalChennai,890,6180,3,1,2 BHK,Chennai
Krishna Flats,2 BHK Flat for sale in Virugambakkam Chennai,115,Natesa Nagar VirugambakkamChennai,1365,8420,3,0,2 BHK,Chennai
Yesodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33,Yesodha CourtVandalur R.F. Chennai,1010,3300,3,1,2 BHK,Chennai
Vijay Raja Classic,3 BHK Villa for sale in Kolapakkam - Vandalur Chennai,110,Unamancheri Kolapakkam Kolapakkam - VandalurChennai,1734,6340,3,1,3 BHK,Chennai
English countyVengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,86,English countyVengambakkam Chennai,1645,5230,3,1,3 BHK,Chennai
Vengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,93,Vengambakkam Chennai,1850,5030,3,1,3 BHK,Chennai
ASK DREAM HOMES Mudichur Chennai,2 BHK Flat for sale in Mudichur Chennai,33,ASK DREAM HOMES Mudichur Chennai,830,3980,3,0,2 BHK,Chennai
Newry Triton,3 BHK Flat for sale in Avadi Chennai,68,Avadi Chennai,1403,4850,3,1,3 BHK,Chennai
Gowri GardenKanathur UthandiChennai,2 BHK Flat for sale in Uthandi Chennai,49,Gowri GardenKanathur UthandiChennai,965,5080,3,0,2 BHK,Chennai
Duraisamy Nagar KotturpuramChennai,3 BHK Flat for sale in Kotturpuram Chennai,240,Duraisamy Nagar KotturpuramChennai,1840,13040,3,1,3 BHK,Chennai
Signet Shalom,2 BHK Flat for sale in Kodambakkam Chennai,85,Shakthi Nagar KodambakkamChennai,916,9280,3,0,2 BHK,Chennai
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,29,Guduvancheri Chennai,814,3560,3,0,2 BHK,Chennai
HI FI EnclaveVGN Nagar IyyappanthangalChennai,3 BHK Flat for sale in Iyyappanthangal Chennai,98,HI FI EnclaveVGN Nagar IyyappanthangalChennai,1350,7330,3,0,3 BHK,Chennai
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,51,Thandalam Chennai,911,5610,3,0,3 BHK,Chennai
AlangarTambaram East Chennai,2 BHK Flat for sale in Tambaram East Chennai,99,AlangarTambaram East Chennai,905,10940,3,1,2 BHK,Chennai
Sai Empire Villas,2 BHK Flat for sale in Karanai Puthuchery Chennai,35,Karanai Puthuchery Chennai,850,4120,3,0,2 BHK,Chennai
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,46,Maraimalai Nagar Chennai,1200,3830,3,1,2 BHK,Chennai
Ashwanth Vedas,2 BHK Flat for sale in Kolathur Chennai,74,Lakshmipuram KolathurChennai,1150,6430,3,1,2 BHK,Chennai
Ganpati Pearl by Om Access Realty Pvt. Ltd,2 BHK Flat for sale in Medavakkam Chennai,75,Vengaivasal MedavakkamChennai,1000,7500,3,0,2 BHK,Chennai
SBN Sree Bhoomi Neela Enclave,2 BHK Flat for sale in Siruseri Chennai,45,Siruseri Chennai,830,5420,3,0,2 BHK,Chennai
Narmada Apartment,2 BHK Flat for sale in Anna Nagar Chennai,89,Anna Nagar Chennai,857,10380,3,1,2 BHK,Chennai
Siddharth Sriyaji apartmentsChoolai Chennai,2 BHK Flat for sale in Choolai Chennai,100,Siddharth Sriyaji apartmentsChoolai Chennai,1150,8700,3,0,2 BHK,Chennai
Srikaram Shubhadhi,2 BHK Flat for sale in Senganmal Chennai,42,Senganmal Chennai,1060,3960,3,1,2 BHK,Chennai
Karunakaran EnclaveJagannathan Colony PeramburChennai,2 BHK Flat for sale in Perambur Chennai,120,Karunakaran EnclaveJagannathan Colony PeramburChennai,944,12710,3,0,2 BHK,Chennai
Vaikund Sundaram by Vaikund Estates,2 BHK Flat for sale in Karapakkam Chennai,70,Karapakkam Chennai,1240,5640,3,0,2 BHK,Chennai
CasaGrand Castle,2 BHK Flat for sale in Kolapakkam Chennai,85,Dharmarajapuram KolapakkamChennai,941,9030,3,0,2 BHK,Chennai
AquasphereSemmanjeri SemmancheriChennai,2 BHK Flat for sale in Semmancheri Chennai,54,AquasphereSemmanjeri SemmancheriChennai,1150,4700,3,1,2 BHK,Chennai
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31,Mambakkam-Chengalpattu  Chennai,625,4960,2,1,2 BHK,Chennai
CTO colony Tambaram Mount West TambaramChennai,2 BHK Villa for sale in West Tambaram Chennai,75,CTO colony Tambaram Mount West TambaramChennai,1200,6250,3,0,2 BHK,Chennai
The Nest Njoy,2 BHK Flat for sale in Kanathur Reddikuppam Chennai,47,Kanathur Reddikuppam Chennai,710,6620,2,1,2 BHK,Chennai
Viswak Meadow Lands,2 BHK Flat for sale in Maduravoyal Chennai,78,Alapakkam MaduravoyalChennai,801,9740,3,0,2 BHK,Chennai
Panchayat Colony PammalChennai,2 BHK Flat for sale in Pammal Chennai,65,Panchayat Colony PammalChennai,850,7650,3,1,2 BHK,Chennai
Arjunamedu ThiruverkkaduChennai,6 BHK Villa for sale in Thiruverkkadu Chennai,170,Arjunamedu ThiruverkkaduChennai,2800,6070,4,1,6 BHK,Chennai
Arun Excello Compact Homes Sankara,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31,Mambakkam-Chengalpattu  Chennai,625,5000,2,0,2 BHK,Chennai
VGN Coasta,3 BHK Flat for sale in Muttukadu Chennai,130,Muttukadu Chennai,1540,8440,3,0,3 BHK,Chennai
Pranav FoundationsGirigori Nagar ManapakkamChennai,3 BHK Flat for sale in Manapakkam Chennai,70,Pranav FoundationsGirigori Nagar ManapakkamChennai,1365,5130,3,1,3 BHK,Chennai
R D AppartmentKamakshi Nagar AnakaputhurChennai,2 BHK Flat for sale in Anakaputhur Chennai,64,R D AppartmentKamakshi Nagar AnakaputhurChennai,1250,5120,3,1,2 BHK,Chennai
VOC Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,52,VOC Nagar PammalChennai,840,6190,3,0,2 BHK,Chennai
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,21,Perumanttunallur Chennai,486,4320,2,1,1 BHK,Chennai
Radiance Ivy Terrace,2 BHK Flat for sale in Egattur Chennai,76,Egattur Chennai,1439,5280,3,0,2 BHK,Chennai
Kamaraj Nagar PerungudiChennai,2 BHK Flat for sale in Perungudi Chennai,70,Kamaraj Nagar PerungudiChennai,1080,6480,3,0,2 BHK,Chennai
Jain Jains Anumita,2 BHK Flat for sale in Perungudi Chennai,72,Tirumala Nagar Annexe PerungudiChennai,1105,6510,3,1,2 BHK,Chennai
Hansa Pearl,3 BHK Flat for sale in Bharathi Nagar Chennai,72,Bharathi Nagar Chennai,1309,5500,3,1,3 BHK,Chennai
VGN Platina,2 BHK Flat for sale in Ayappakkam Chennai,40,MGR Nagar AyappakkamChennai,777,5150,2,1,2 BHK,Chennai
Royal nest apartment chrompet Thiruneermalai Chennai,2 BHK Flat for sale in Thiruneermalai Chennai,75,Royal nest apartment chrompet Thiruneermalai Chennai,1640,4570,3,1,2 BHK,Chennai
Casa Grande Miro,2 BHK Flat for sale in Adhanur Chennai,55,Adhanur Chennai,917,6000,3,1,2 BHK,Chennai
Own building Ramakrishna Puram West MambalamChennai,8 BHK Flat for sale in West Mambalam Chennai,450,Own building Ramakrishna Puram West MambalamChennai,3700,12160,3,1,8 BHK,Chennai
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,20,Perumanttunallur Chennai,486,4220,2,0,1 BHK,Chennai
DABC Freesia Garden,2 BHK Flat for sale in Ponmar Chennai,28,Ponmar Chennai,659,4250,2,0,2 BHK,Chennai
Yasodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33,Yasodha CourtVandalur R.F. Chennai,1010,3300,3,1,2 BHK,Chennai
ORAGADAMGandhi Nagar Oragadam AmbatturChennai,3 BHK Flat for sale in Oragadam Ambattur Chennai,80,ORAGADAMGandhi Nagar Oragadam AmbatturChennai,1859,4300,3,1,3 BHK,Chennai
Ganesh,2 BHK Flat for sale in Chembarambakkam Chennai,34,Chembarambakkam Chennai,1042,3260,3,0,2 BHK,Chennai
DSP ICONSithalapakkam Chennai,1 BHK Flat for sale in Sithalapakkam Chennai,28,DSP ICONSithalapakkam Chennai,502,5580,2,0,1 BHK,Chennai
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,41,Thandalam Chennai,1050,3900,3,1,3 BHK,Chennai
Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,34,Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,827,4110,3,0,2 BHK,Chennai
Lakshmipuram ChromepetChennai,2 BHK Independent House for sale in Chromepet Chennai,70,Lakshmipuram ChromepetChennai,750,9330,2,1,2 BHK,Chennai
Asset ATH Sigma by Asset Tree Homes,3 BHK Flat for sale in Anna Nagar West Chennai,95,Thirumangalam Anna Nagar WestChennai,1100,8640,3,1,3 BHK,Chennai
Hananya HomesKelambakkam Chennai,2 BHK Flat for sale in Kelambakkam Chennai,42,Hananya HomesKelambakkam Chennai,873,4810,3,0,2 BHK,Chennai
SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,3 BHK Flat for sale in Medavakkam Chennai,57,SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,1035,5510,3,0,3 BHK,Chennai
VGN Imperia,2 BHK Flat for sale in Thiruverkkadu Chennai,55,Rani Anna Nagar ThiruverkkaduChennai,1066,5160,3,1,2 BHK,Chennai
MM M M Manhattan by M. M Corporation Builders and Developers,3 BHK Flat for sale in Jalladian Pet Chennai,65,Sai Ganesh Nagar Jalladian PetChennai,1207,5380,3,0,3 BHK,Chennai
Dream Veppampattu Villas,2 BHK Villa for sale in Veppampattu Chennai,39,Veppampattu Chennai,999,3900,3,1,2 BHK,Chennai
KK Nagar MangaduChennai,2 BHK Independent House for sale in Mangadu Chennai,73,KK Nagar MangaduChennai,1200,6080,3,1,2 BHK,Chennai
Dream Veppampattu Villas,1 BHK Independent House for sale in Veppampattu Chennai,27,Veppampattu Chennai,680,3970,2,0,1 BHK,Chennai
Kala Flats,2 BHK Flat for sale in KK Nagar Chennai,95,Bharathidasan Colony KK NagarChennai,831,11430,3,0,2 BHK,Chennai
Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,3 BHK Flat for sale in Madipakkam Chennai,99,Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,1000,9900,3,1,3 BHK,Chennai
JS Guduvancherry KJ Nagar,3 BHK Flat for sale in Madambakkam Chennai,34,Madambakkam Chennai,693,4960,2,1,3 BHK,Chennai
Padhuvancherry MadambakkamChennai,2 BHK Flat for sale in Madambakkam Chennai,42,Padhuvancherry MadambakkamChennai,832,5050,3,0,2 BHK,Chennai
PS Nexterra,3 BHK Flat for sale in Sithalapakkam Chennai,75,Arasankazhani SithalapakkamChennai,1405,5340,3,0,3 BHK,Chennai
Brics ambatturVivek Nagar AmbatturChennai,2 BHK Flat for sale in Ambattur Chennai,51,Brics ambatturVivek Nagar AmbatturChennai,865,5890,3,0,2 BHK,Chennai
Janaki FlatsPerungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,70,Janaki FlatsPerungalathur Chennai,936,7480,3,0,2 BHK,Chennai
Natesan Nagar MadhavaramChennai,2 BHK Villa for sale in Madhavaram Chennai,47,Natesan Nagar MadhavaramChennai,1100,4270,3,1,2 BHK,Chennai
Appaswamy Mapleton,3 BHK Flat for sale in Pallikaranai Chennai,90,Pallikaranai Chennai,1346,6690,3,1,3 BHK,Chennai
Mahalakshmi Subramani Apartments,2 BHK Flat for sale in Saidapet Chennai,60,Suriyammapet SaidapetChennai,700,8570,2,0,2 BHK,Chennai
Balaji Nagar PerungalathurChennai,2 BHK Flat for sale in Perungalathur Chennai,45,Balaji Nagar PerungalathurChennai,834,5390,3,0,2 BHK,Chennai
Viva City,2 BHK Flat for sale in Iyyapa Nagar Chennai,28,Iyyapa Nagar Chennai,619,4600,2,0,2 BHK,Chennai
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,36,Maraimalai Nagar Chennai,800,4500,5,0,2 BHK,Chennai
Tulip Apartment,2 BHK Flat for sale in Nungambakkam Chennai,135,Kamdar Nagar NungambakkamChennai,1150,11740,3,0,2 BHK,Chennai
Visoka Aakaash,2 BHK Flat for sale in Pozhichalur Chennai,39,Agastheeswarar Nagar PozhichalurChennai,898,4340,3,0,2 BHK,Chennai
S Promoters Avadi,2 BHK Flat for sale in Avadi Chennai,38,Avadi Chennai,700,5430,2,1,2 BHK,Chennai
